text	emotions	text_proc	cat1_score	cat2_score	cat3_score
<PERSON> like you are the tough ones in this world.	[0, 0, 1, 0, 0, 0]	<person> like you are the tough ones in this world .	0.03330892324447632	0.013930274173617363	0.015267858281731606
We'd get hot chocolate and mix it with  Coca Cola.	[0, 0, 1, 0, 0, 0]	we ' d get hot chocolate and mix it with coca cola .	0.09127168357372284	0.012935332022607327	0.013471906073391438
I'm an early bird I'll ride along.<PERSON>	[0, 0, 1, 0, 0, 0]	i ' m an early bird i ' ll ride along . <person>	0.024696558713912964	0.014731188304722309	0.01683109998703003
<PERSON>, you deserve the Brave Award for your adventure.	[0, 0, 1, 0, 0, 0]	<person> , you deserve the brave award for your adventure .	0.014844585210084915	0.01715327613055706	0.026853637769818306
She was and continues to be my inspiration since my diagnosis in Nov of 02.	[0, 0, 1, 0, 0, 0]	she was and continues to be my inspiration since my diagnosis in nov of 02 .	0.02983827330172062	0.024783750995993614	0.04563460871577263
I hope you had the most wonderful bitlrthday filled with kove, fun, family and just pure happiness fir you on your wonderful day.	[0, 0, 1, 0, 0, 0]	i hope you had the most wonderful bitlrthday filled with kove , fun , family and just pure happiness fir you on your wonderful day .	0.022112354636192322	0.015016863122582436	0.02181803248822689
Taxol (Taxotere ) is one of the best.	[0, 0, 1, 0, 0, 0]	taxol ( taxotere ) is one of the best .	0.191195547580719	0.015329291112720966	0.022475002333521843
I did pretty well on a low dosage during treatment.	[0, 0, 1, 0, 0, 0]	i did pretty well on a low dosage during treatment .	0.11106518656015396	0.017778433859348297	0.014932776801288128
Bloody hell mate, you sound very chilled about the whole thing.	[0, 0, 1, 1, 0, 1]	bloody hell mate , you sound very chilled about the whole thing .	0.038586754351854324	0.012816966511309147	0.013131938874721527
I love to read and I teach reading.	[0, 0, 1, 0, 0, 0]	i love to read and i teach reading .	0.04044879972934723	0.01319184247404337	0.016329891979694366
Surgery went good and now here we are nine months later!	[0, 0, 1, 0, 0, 0]	surgery went good and now here we are nine months later !	0.0919390320777893	0.01938221976161003	0.01942666806280613
Congrats on dancing, hope it goes on for a long, long time.	[0, 0, 1, 0, 0, 0]	congrats on dancing , hope it goes on for a long , long time .	0.017826808616518974	0.01665402576327324	0.024402694776654243
!Thank you all, and I hope the best!!!	[0, 0, 1, 0, 0, 0]	! thank you all , and i hope the best ! ! !	0.019431278109550476	0.018314676359295845	0.021711476147174835
Now, he can't stop laughing!	[0, 0, 1, 0, 0, 0]	now , he can't stop laughing !	0.030086474493145943	0.014273250475525856	0.01417976152151823
Thinking of yu and crossing everyhting etc as suggested.	[0, 0, 1, 0, 0, 0]	thinking of yu and crossing everyhting etc as suggested .	0.03441547229886055	0.013039597310125828	0.018031688407063484
I had post-op chemo and radiation as a preventive measure.	[0, 0, 1, 0, 0, 0]	i had post-op chemo and radiation as a preventive measure .	0.37064027786254883	0.03576842322945595	0.05806264653801918
You have helped me so much before, thank you, thank you!	[0, 0, 1, 0, 0, 0]	you have helped me so much before , thank you , thank you !	0.027034927159547806	0.016292830929160118	0.017555471509695053
A very special Happy Birthday wish for you.	[0, 0, 1, 0, 0, 0]	a very special happy birthday wish for you .	0.01406706590205431	0.01926986128091812	0.03599267080426216
I am actually anticipating my surgery, even the chemo, to get all the sickness out of me and start healing.	[0, 0, 1, 0, 0, 0]	i am actually anticipating my surgery , even the chemo , to get all the sickness out of me and start healing .	0.12645572423934937	0.015213005244731903	0.013284376822412014
You just got a great gift!	[0, 0, 1, 0, 0, 0]	you just got a great gift !	0.022624719887971878	0.014853715896606445	0.01810159906744957
My wife has been on it since the summer, and she is improving daily.	[0, 0, 1, 0, 0, 0]	my wife has been on it since the summer , and she is improving daily .	0.03112192265689373	0.014429300092160702	0.01805458962917328
Enjoyed the 3 day trip to the Smokies cabin with the mountain view.	[0, 0, 1, 0, 0, 0]	enjoyed the 3 day trip to the smokies cabin with the mountain view .	0.016170553863048553	0.017019538208842278	0.02965163253247738
Stay strong and give that woman a HUG for me.	[0, 0, 1, 0, 0, 0]	stay strong and give that woman a hug for me .	0.024576930329203606	0.014478187076747417	0.016376350075006485
Happy birthday to a lady with a special gift she shares with all of us.	[0, 0, 1, 0, 0, 0]	happy birthday to a lady with a special gift she shares with all of us .	0.015890613198280334	0.016294414177536964	0.026093050837516785
I hope it doesn't happen again but just in case have some snacks in your purse!!!	[0, 0, 1, 0, 0, 0]	i hope it does n't happen again but just in case have some snacks in your purse ! ! !	0.07793550193309784	0.013796239160001278	0.01101662963628769
Hi, I'm glad you won't be receiving <PERSON> anymore.	[0, 0, 1, 0, 0, 0]	hi , i ' m glad you wo n't be receiving <person> anymore .	0.025682134553790092	0.014575222507119179	0.016244729980826378
I am happy and content with both continence and ED.	[0, 0, 1, 0, 0, 0]	i am happy and content with both continence and ed .	0.09087780117988586	0.014974112622439861	0.015282885171473026
"  Well done Connie,
  Great News, all our hopes are with you,
   Paul"	[0, 0, 1, 0, 0, 0]	well done connie , great news , all our hopes are with you , paul	0.016199862584471703	0.01578657515347004	0.02613675594329834
Good Morning Kelli from cooold NH :)   Happy to hear that you are doing better and your disability was approved.	[0, 0, 1, 0, 0, 0]	good morning kelli from cooold nh :) happy to hear that you are doing better and your disability was approved .	0.06828154623508453	0.0142046008259058	0.01327633485198021
You are such a good friend <PERSON>.	[0, 0, 1, 0, 0, 0]	you are such a good friend <person> .	0.028051313012838364	0.014459425583481789	0.016551529988646507
The dress arrives this March- cant wait for my mom to see me in it....	[0, 0, 1, 0, 0, 0]	the dress arrives this march - cant wait for my mom to see me in it ...	0.017623689025640488	0.015728706493973732	0.020015574991703033
The <PERSON> with the most votes wins!	[0, 0, 1, 0, 0, 0]	the <person> with the most votes wins !	0.039415888488292694	0.014948876574635506	0.014489784836769104
The main campus of <PERSON> is in Houston TX	[0, 0, 1, 0, 0, 0]	the main campus of <person> is in houston tx	0.018587566912174225	0.01736104115843773	0.0280647911131382
!I'm already looking forward to our next lunch.Hugs,LindaP.S.	[0, 0, 1, 0, 0, 0]	! i ' m already looking forward to our next lunch.hugs , lindap . s .	0.01577417179942131	0.016749398782849312	0.023814933374524117
Try to take it one step at a time, and as others have said, allow people to be a blessing to you.	[0, 0, 1, 0, 0, 0]	try to take it one step at a time , and as others have said , allow people to be a blessing to you .	0.05052242800593376	0.015065578743815422	0.016190174967050552
Celebrate,Have fun, good laugh and plus another 60.	[0, 0, 1, 0, 0, 0]	celebrate , have fun , good laugh and plus another 60 .	0.022735396400094032	0.015552896074950695	0.018766092136502266
Thank you for the information and I hope your husband beats this monster.	[0, 0, 1, 0, 0, 0]	thank you for the information and i hope your husband beats this monster .	0.01936117187142372	0.016265248879790306	0.021893488243222237
I received my port about 10 days ago.	[0, 0, 1, 0, 0, 0]	i received my port about 10 days ago .	0.016859324648976326	0.01786489598453045	0.027367712929844856
I know that God loves us and will be there when we are ready to live in his heaven.	[0, 0, 1, 0, 0, 0]	i know that god loves us and will be there when we are ready to live in his heaven .	0.06721075624227524	0.013254920952022076	0.013685788959264755
I hope you are enjoying a fabulous, wonderful, awesome birthday, dear <PERSON>,<PERSON>	[0, 0, 1, 0, 0, 0]	i hope you are enjoying a fabulous , wonderful , awesome birthday , dear <person> , <person>	0.017816267907619476	0.017050670459866524	0.02704436704516411
I know the wonderful feeling of being done with chemo - it was the hardest thing i've done in my life.	[0, 0, 1, 0, 1, 0]	i know the wonderful feeling of being done with chemo - it was the hardest thing i ' ve done in my life .	0.0748324990272522	0.013645426370203495	0.01518208160996437
I just got approved for this in record time	[0, 0, 1, 0, 0, 0]	i just got approved for this in record time	0.016671760007739067	0.01651032082736492	0.022268688306212425
It is wonderful to have a great husband to go through this with you.	[0, 0, 1, 0, 0, 0]	it is wonderful to have a great husband to go through this with you .	0.02432223968207836	0.015451797284185886	0.023620672523975372
EdCongratulations for your RP success.I wish you continuous low levels of remission.Let's celebrate with a good Portuguese red wine.VG	[0, 0, 1, 0, 0, 0]	edcongratulations for your rp success . i wish you continuous low levels of remission.let ' s celebrate with a good portuguese red wine.vg	0.20701338350772858	0.017054740339517593	0.016616452485322952
I'm a teacher and I went back to work today.	[0, 0, 1, 0, 0, 0]	i ' m a teacher and i went back to work today .	0.02079981379210949	0.014895879663527012	0.020069601014256477
I'm bringing delicious home made chocolate chip cookies!	[0, 0, 1, 0, 0, 0]	i ' m bringing delicious home made chocolate chip cookies !	0.025089861825108528	0.013565830886363983	0.01660139672458172
I read your note, closed down the site feeling very happy and positive about your note.	[0, 0, 1, 0, 0, 0]	i read your note , closed down the site feeling very happy and positive about your note .	0.03306529298424721	0.014011521823704243	0.016888463869690895
I'm 9 days post op now and beginning to see some improvements.	[0, 0, 1, 0, 0, 0]	i ' m 9 days post op now and beginning to see some improvements .	0.02643175609409809	0.014718543738126755	0.020557574927806854
I am now a C cup and very pleased.	[0, 0, 1, 0, 0, 0]	i am now a c cup and very pleased .	0.01886730268597603	0.015774132683873177	0.022683097049593925
He went through chemo (cisplatin) and rads and got the all clear in October.	[0, 0, 1, 0, 0, 0]	he went through chemo ( cisplatin ) and rads and got the all clear in october .	0.030445311218500137	0.016478775069117546	0.0261081475764513
aww your daughter & granddaughter sound like sweet hearts.	[0, 0, 1, 0, 0, 0]	aww your daughter & granddaughter sound like sweet hearts .	0.026068873703479767	0.012889737263321877	0.016763469204306602
We love good news and I am thrilled for you!	[0, 0, 1, 1, 0, 0]	we love good news and i am thrilled for you !	0.029356900602579117	0.013979568146169186	0.015474417246878147
Here I am, five years later, cancer free!	[0, 0, 1, 0, 0, 0]	here i am , five years later , cancer free !	0.05022957921028137	0.02140221931040287	0.020079011097550392
Good thoughts go out to you & hope you have a restful day.	[0, 0, 1, 0, 0, 0]	good thoughts go out to you & hope you have a restful day .	0.07975246012210846	0.013846157118678093	0.011640386655926704
Hi carkris and welcome to the site.	[0, 0, 1, 0, 0, 0]	hi carkris and welcome to the site .	0.014506401494145393	0.01743791624903679	0.03027157485485077
Dance the night away with either or both of those fine gentlemen!!	[0, 0, 1, 0, 0, 0]	dance the night away with either or both of those fine gentlemen ! !	0.01597527600824833	0.017925117164850235	0.02307288721203804
Also, my cholesterol in the past (before cancer) was always around 248...now, it's below 200!!!	[0, 0, 1, 0, 0, 0]	also , my cholesterol in the past ( before cancer ) was always around 248 ... now , it ' s below 200 ! ! !	0.10915499925613403	0.015822065994143486	0.013214816339313984
It just keeps getting better...I am so happy for your family...and it is amazing to see your own child becoming a parent...I've watched both my son and daughter....I say grands are God's reward for raising their parents!	[0, 0, 1, 0, 0, 0]	it just keeps getting better ... i am so happy for your family ... and it is amazing to see your own child becoming a parent ... i ' ve watched both my son and daughter ... i say grands are god ' s reward for raising their parents !	0.11469649523496628	0.014613384380936623	0.012117423117160797
