	text	emotions
2458	Hi, I had my upper left lung removed 9/04.	[0, 0, 1, 0, 1, 0]
2459	"So happy your surgery is over and you can begin the next step toward getting better with whatever the ONC""S and your plans are."	[0, 0, 1, 0, 0, 0]
2460	yep just one n, Im living in the uSA but originally from the UK	[0, 0, 1, 0, 0, 0]
2461	The number is related to the  (!)	[0, 0, 1, 0, 0, 0]
2462	This is a wonderful site with lots of great loving people.	[0, 0, 1, 0, 0, 0]
2463	I had NO side effects whatsoever from these treatments.	[0, 0, 1, 1, 0, 0]
2464	Thank you for your post.	[0, 0, 1, 0, 0, 0]
2465	Drink excellent coffee, eat excellent food and may the sunset be extra beautiful tonight!	[0, 0, 1, 0, 0, 0]
2466	I am coming and I am bringing my double chocolate cupcakes!	[0, 0, 1, 0, 0, 0]
2467	Thanks for the sense of humor:)	[0, 0, 1, 0, 0, 0]
2468	I am HAPPY and RELIEVED for you, dear Debi!	[0, 0, 1, 0, 0, 0]
2469	Thought you'd appreciate the info as I know how important it is.	[0, 0, 1, 0, 0, 0]
2470	I am great and I know you are!Hugs, <PERSON>	[0, 0, 1, 0, 0, 0]
2471	I'm glad you posted and that it sounds like you're coping with the new drugs.	[0, 0, 1, 0, 0, 0]
2472	It sucked but I don't feel sick anymore; however, i was through with treatment in Feb. 2002 and I still feel i don't have my full energy back; i also feel very depressed sometimes; this is crazy to me because i am normally a very happy <PERSON>; i almost believe chemo beat the cancer but messed me up mentally by making me sad all the time; what do you think?	[0, 0, 1, 0, 1, 0]
2473	Things went well no complications so now its wait and see.	[0, 0, 1, 0, 0, 0]
2474	You enjoy your very well deserved and very long dance with NED!	[0, 0, 1, 0, 0, 0]
2475	"I am happy that you and <PERSON>, had the opportunity to join in on the festivities -
and become part of history -- with your November representation.Congratulations!Vicki Sam"	[0, 0, 1, 0, 0, 0]
2476	I have found so many wonderful, supportive and true warriors on this board.	[0, 0, 1, 0, 0, 0]
2477	luckly, he was never terrible sick from the chemo, the only side effects he experienced were weight loss, and tiredness.	[0, 0, 1, 0, 0, 0]
2478	I hope your day is full of love, cake and balloons!!	[0, 0, 1, 0, 0, 0]
2479	Loved reading your post WHAT GREAT NEWS!	[0, 0, 1, 0, 0, 0]
2480	We're glad to have you here - a 20 year breast cancer survivor?	[0, 0, 1, 0, 0, 0]
2481	We were really blessed with very good doctors.	[0, 0, 1, 0, 0, 0]
2482	this is a miracle for sure,thak you for responding..god bless,patty	[0, 0, 1, 1, 0, 0]
2483	Sending you prayers, positive energy and many hugs!	[0, 0, 1, 0, 0, 0]
2484	I made up my own recipe that everyone seems to like.	[0, 0, 1, 0, 0, 0]
2485	Any information about what these results indicate, and the likely results of a PT scan with tracer dye, would be a huge help in number of important ways.	[0, 0, 1, 0, 0, 0]
2486	Thank you for sharing the good news of our Saviors birth!	[0, 0, 1, 0, 0, 0]
2487	I know say the time I have will be spent living and that is it.	[0, 0, 1, 0, 0, 0]
2488	Congratulations and a very, very Happy Birthday to You!	[0, 0, 1, 0, 0, 0]
2489	God Bless you all ....Happy Thanksgiving to you and your family...tell someone you love them today!	[0, 0, 1, 0, 0, 0]
2490	I decided to go for it and would do it again.	[0, 0, 1, 0, 0, 0]
2491	Lots of Prayers your way and Big Hugs!	[0, 0, 1, 0, 0, 0]
2492	I am glad I found this site also.	[0, 0, 1, 0, 0, 0]
2493	My friends envy me, because he's so great.	[0, 0, 1, 0, 0, 0]
2494	You are the third <PERSON> giving me a positive comment about the Trials.	[0, 0, 1, 0, 0, 0]
2495	My doctor had recommened that i use this new device called ErecAid that uses vacuum  therapy and so far I have not gotten the devioce back as of yet, but my insurance seems to going to pay for most of it.	[0, 0, 1, 0, 0, 0]
2496	And since you got mom tacked on to ninja, have a wonderful mother's day, Mom, and an easy time of treatment, Ninja.	[0, 0, 1, 0, 0, 0]
2497	Can't tell you how happy I am for you!	[0, 0, 1, 0, 0, 0]
2498	"positive vibes your way, for you and your sister in Law.I am so happy to hear that you new chemo is working.Love,
Ayse"	[0, 0, 1, 0, 0, 0]
2499	Thank you, and God bless all of you!	[0, 0, 1, 0, 0, 0]
2500	"Hi <PERSON>,
Just knowing that you have survived since 2004 gives me comfort."	[0, 0, 1, 0, 0, 0]
2501	My all your wishes & dreams come true for you and may you have many more birthdays to come.	[0, 0, 1, 0, 0, 0]
2502	Good luck with your biopsy.	[0, 0, 1, 0, 0, 0]
2503	I very BIG Happy Birthday wish to you!!	[0, 0, 1, 0, 0, 0]
2504	We are taking a positive attitude and happy that we have at least achieved local control of the tumor.	[0, 0, 1, 0, 1, 0]
2505	You know I've always loved your pic swimming w/dolphins on vacation!	[0, 0, 1, 0, 0, 0]
2506	I am also wishing you good luck with your surgery!	[0, 0, 1, 0, 0, 0]
2507	remembering things .. seriiously -- damn chemo brain!!	[0, 0, 1, 0, 1, 0]
2508	Actually I am writing this just to say Hi and wish you a very nice day Thanks again, nancy	[0, 0, 1, 0, 0, 0]
2509	Healing never happens fast enough, but later it will seem like no time at all!Blessings!Kathy	[0, 0, 1, 0, 0, 0]
2510	Love your picture, so good to see you.	[0, 0, 1, 0, 0, 0]
2511	I can feel the love you share just from reading your posts.This is wonderful news and I will continue to pray for your wife daily.	[0, 0, 1, 1, 0, 0]
2512	I am glad that you came here to vent.	[0, 0, 1, 0, 0, 0]
2513	This is good news then Mariam!	[0, 0, 1, 1, 0, 0]
2514	Hope you have a wonderful day and a great weekend.	[0, 0, 1, 0, 0, 0]
2515	well medi i am glad to hear you are doing well and that your latest scans were good.	[0, 0, 1, 0, 0, 0]
2516	I was thisclose to hugging everyone I saw in the parking lot on the way to the car, too!Traci	[0, 0, 1, 0, 0, 0]
2517	Great news, thanks for sharing.	[0, 0, 1, 0, 0, 0]
2518	He kept up with everyone's birthdays and was always pleasant and upbeat.	[0, 0, 1, 0, 0, 0]
2519	He went for two sessions of acupuncture, and the pain disappeared.	[0, 0, 1, 0, 0, 0]
2520	That day is my grandsons 3rd birthday so that is a big day for us!!	[0, 0, 1, 0, 0, 0]
2521	Love to you all...I am trying to catch up today....	[0, 0, 1, 0, 0, 0]
2522	I also love alternative, or indie, rock.	[0, 0, 1, 0, 0, 0]
2523	CC looks like you had a great time!	[0, 0, 1, 0, 0, 0]
2524	I signed up for my free copy of Cure magazine and found the articles to be interesting and certainly worth reading for anyone who takes prescription medication.	[0, 0, 1, 0, 0, 0]
2525	I have been blessed so far with my coverage.	[0, 0, 1, 0, 0, 0]
2526	This is really nice to hear.	[0, 0, 1, 0, 0, 0]
2527	Since then I have had some lymph nodes showing signs of enlargement, but so far, no cancer.	[0, 0, 1, 1, 0, 0]
2528	When you need the street goth the most to orchestrate all of this you just do not have it!	[0, 0, 1, 0, 0, 0]
2529	I am thrilled to hear this news ... !	[0, 0, 1, 0, 0, 0]
2530	The one last fall showed that the intervention above worked great!	[0, 0, 1, 1, 0, 0]
2531	I had my hair cut to 1 inch first, and kept the pink cream from <PERSON> rubbed in all the time...REALLY helped!!!	[0, 0, 1, 0, 0, 0]
2532	My husband seemed to do well with cream of wheat.	[0, 0, 1, 0, 0, 0]
2533	In any case, I am hopeful too.	[0, 0, 1, 0, 0, 0]
2534	"Hope you are doing well
Have a wonderful Thanksgiving
Xo
Christine"	[0, 0, 1, 0, 0, 0]
2535	The other thing was gratitude, even though I was going through cancer treatment I still had soooo much to be grateful for.	[0, 0, 1, 0, 0, 0]
2536	I don't know how I am going to top this!	[0, 0, 1, 0, 0, 0]
2537	Saturday morning was spent at the Chocolate Spa with Chocolate facials, chocolate soaks, and chocolate massages.	[0, 0, 1, 0, 0, 0]
2538	I just want you to know that many thoughts & prayers for strength are coming your way - and hugs, hugs, hugs!	[0, 0, 1, 0, 0, 0]
2539	Hope your special day brings you much joy!	[0, 0, 1, 0, 0, 0]
2540	as luckman 2 say zero zero you are my hero...enjoy the moment and may yuo have many more zeros	[0, 0, 1, 0, 0, 0]
2541	Will not see the Doc until 2/16/18 due to some travels but so far so good.	[0, 0, 1, 0, 0, 0]
2542	Anyway, glad you are up somewhat...are you doing breathing exercise and walking?	[0, 0, 1, 0, 0, 0]
2543	I've found one benedryl and a xanax does the trick for me.	[0, 0, 1, 0, 0, 0]
2544	Today is a new day, and thanks to you all i have renewed hope and strength.	[0, 0, 1, 0, 0, 0]
2545	Wishing you good luck too Tux and welcome!	[0, 0, 1, 0, 0, 0]
2546	Hi Angel - so glad you gave us a update.	[0, 0, 1, 0, 0, 0]
2547	"I must say, seeing her have good days makes me have some additional ""peace"" through this the treatment process."	[0, 0, 1, 0, 0, 0]
2548	I am glad to hear that you are doing well!!	[0, 0, 1, 0, 0, 0]
2549	Get ready to do your dance with NED.	[0, 0, 1, 0, 0, 0]
2550	This is a good link for us all.VG	[0, 0, 1, 0, 0, 0]
2551	We are doing very well and staying positive through all of this.	[0, 0, 1, 0, 0, 0]
2552	Your husband is a wise and compassionate man!	[0, 0, 1, 0, 0, 0]
2553	You will be on my prayer card daily.	[0, 0, 1, 0, 0, 0]
2554	Listen to you so happy and up beat, thats awsome!	[0, 0, 1, 0, 0, 0]
2555	God bless all of your family, but especially little Troy.	[0, 0, 1, 0, 0, 0]
2556	Oh I want some of those chocolate martinis!	[0, 0, 1, 0, 0, 0]
2557	i just never liked putting anything i didn't have to into my body, but i guess i can forget that now anyway.	[0, 0, 1, 0, 0, 0]
2558	I found a great cookbook that will help with stepping up the game...	[0, 0, 1, 0, 0, 0]
2559	Good luck, will pray for your family and hope to hear soon from you.	[0, 0, 1, 0, 0, 0]
2560	Thats awesome news floridiansis...clear margins with no nodes envolved...Wooooo Hooooo!!	[0, 0, 1, 1, 0, 0]
2561	I'm here to say I'm not holding on, I'm thriving.	[0, 0, 1, 0, 0, 0]
2562	I am praying for all of you!Hugs, <PERSON>	[0, 0, 1, 0, 0, 0]
2563	Happy Birthday Mama G. , <PERSON> your day!!!	[0, 0, 1, 0, 0, 0]
2564	Just got PSA results......0.1 YAHOOOOOOOO!After surgery last May & radiation (37) that finished in late Dec.	[0, 0, 1, 0, 0, 0]
2565	When you think you can't stand your thoughts anymore surprisingly you will have a more positive day.	[0, 0, 1, 0, 0, 0]
2566	thanks..the wedding was great...lasted for over 5 hrs...lots of fun...over looking river...nice people at our table...	[0, 0, 1, 0, 0, 0]
2567	<PERSON> to hear the good news :)	[0, 0, 1, 0, 0, 0]
2568	I remember that day very well last October.	[0, 0, 1, 0, 0, 0]
2569	I went to 5 different ones until I found the one the I felt comfortable with.	[0, 0, 1, 0, 0, 0]
2570	I am so glad I found this board, you all have given me so much hope for both my sister and for myself.	[0, 0, 1, 0, 0, 0]
2571	A fun step (no pun intended - tee hee) towards Life After Cancer!	[0, 0, 1, 0, 0, 0]
2572	We are all sisters and love each other and want everyone well and happy.	[0, 0, 1, 0, 0, 0]
2573	I know you've been through so much getting to this point, and wanted to add my congratulations for your accomplishment.	[0, 0, 1, 0, 0, 0]
2574	May you have a very special day celibrating lots of Love and <PERSON> with family & friends.	[0, 0, 1, 0, 0, 0]
2575	"Time for a glass of wine.Take care,
<PERSON>"	[0, 0, 1, 0, 0, 0]
2576	Anyone have any exciting summer news or vacation/staycation plans?	[0, 0, 1, 0, 0, 0]
2577	Trying very hard to follow low fat and diabetic diet!	[0, 0, 1, 0, 0, 0]
2578	I just instantly think of tulips!!	[0, 0, 1, 0, 0, 0]
2579	I offered to make it a pajama party!!	[0, 0, 1, 0, 0, 0]
2580	Two youngest grandchildren are staying overnight with us while their parents go to a party.	[0, 0, 1, 0, 0, 0]
2581	This is a really great idea!	[0, 0, 1, 0, 0, 0]
2582	I had EBRT one year later.	[0, 0, 1, 0, 0, 0]
2583	<PERSON> -- It's always good to hear from you.	[0, 0, 1, 0, 0, 0]
2584	i managed some volunteer work ....not many hours but something this week.	[0, 0, 1, 0, 0, 0]
2585	All my single girlfriends and I have decided that we're sick of hanging with all the happy oouples so we're having a girls only slumber party with food and boos and music and everything but the guys!	[0, 0, 1, 0, 0, 0]
2586	Taxol was not as tuff just sooo long.	[0, 0, 1, 0, 0, 0]
2587	Hope you enjoyed the day!	[0, 0, 1, 0, 0, 0]
2588	The biggest side effect that i have had from it has been pain in my legs.	[0, 0, 1, 0, 0, 0]
2589	I'm so very happy for you & very thankful for your positive post!	[0, 0, 1, 0, 0, 0]
2590	Once again pammy, wow your info was amazing.	[0, 0, 1, 1, 0, 0]
2591	I know you love him, as a spouse of a cancer patient, I know it's hard on you.	[0, 0, 1, 0, 1, 0]
2592	<PERSON> chocolate fudge ice cream with chocolate syrup (not hot fudge) -- <PERSON>	[0, 0, 1, 0, 0, 0]
2593	Thank you so much for the information and for the support.	[0, 0, 1, 0, 0, 0]
2594	thanks for all your help	[0, 0, 1, 0, 0, 0]
2595	I had a lumpectomy, but, wanted to wish you good luck in your decision!	[0, 0, 1, 0, 0, 0]
2596	You have a great weekend!	[0, 0, 1, 0, 0, 0]
2597	My six year old daughter has become very whiney,	[0, 0, 1, 0, 0, 0]
2598	I wish you a speedy time with chemo and hopefully you will feel fine!	[0, 0, 1, 0, 0, 0]
2599	I had mine scheduled around lunch time so that my hubby and I could always go out to lunch somewhere, a park, a restaurant or lake...somewhere peaceful for just the two of us.Sue :)	[0, 0, 1, 0, 0, 0]
2600	My father just turned 55 and he is very healthy otherwise.	[0, 0, 1, 0, 0, 0]
2601	She has a positive attitude and seems to be handling it really well.	[0, 0, 1, 0, 0, 0]
2602	Eventually a good book, red wine and chocolate are good too.	[0, 0, 1, 0, 0, 0]
2603	can't believe only 4 more rad treatments left..  what a year.. in dec will be a year since I found the lump.. have post treatment pet scan scheduled for end of Jan..	[0, 0, 1, 0, 0, 0]
2604	Reading your posts over the last year or so has been so helpful to so many people, including myself.	[0, 0, 1, 0, 1, 0]
2605	Hey, summer of 09 graduating is ok!	[0, 0, 1, 0, 0, 0]
2606	Now we can really celebrate when we get together for lunch!	[0, 0, 1, 0, 0, 0]
2607	I'm very happy for you that they were able to remove it.	[0, 0, 1, 0, 0, 0]
2608	The da Vinci machine starts cutting around noon tomorrow (January 28).	[0, 0, 1, 0, 0, 0]
2609	Said I was very lucky cause this had not shown on pet scan.	[0, 0, 1, 0, 0, 0]
2610	I am on West Coast.	[0, 0, 1, 0, 0, 0]
2611	Unfortuantely, Marinol, while legal, is not as effective or useful as actual marijuana for a number of reasons.	[0, 0, 1, 0, 0, 0]
2612	It is hard to let go as she is my best friend.	[0, 0, 1, 0, 0, 0]
2613	you will find this to be a collection of some of the most wonderful people you will ever have the pleasure to encounter.	[0, 0, 1, 0, 0, 0]
2614	Now I have a craving, thanks medi =)	[0, 0, 1, 0, 0, 0]
2615	I'm up to 2 situps tops so far, but my crunches are getting much better.	[0, 0, 1, 0, 0, 0]
2616	The best thing I have done.	[0, 0, 1, 0, 0, 0]
2617	Welcome, NJMom to this amazing site with its amazing members.	[0, 0, 1, 0, 0, 0]
2618	Lesley is finally home and the hospice nurse is great.	[0, 0, 1, 0, 0, 0]
2619	I'd rather still feel good and have quality over quantity.	[0, 0, 1, 0, 0, 0]
2620	It always' brightens my spirit when I hear NED is with another of my pink sisters!	[0, 0, 1, 0, 0, 0]
2621	Dwell on happy thoughts and have a wonderful time.	[0, 0, 1, 0, 0, 0]
2622	I was naive to think that after treatment,  life goes back to “normal“.	[0, 0, 1, 1, 0, 0]
2623	Thanks for sharing this bit of news that made me smile!	[0, 0, 1, 0, 0, 0]
2624	"Really love the ""save the whales' too!"	[0, 0, 1, 0, 0, 0]
2625	I may be there again on the 4th as that is my Birthday and what a wonderful present to meet more of my sisters!!	[0, 0, 1, 0, 0, 0]
2626	"Hope you have a wonderful 40th  birthday.Lots of Hugs,
Jaelle"	[0, 0, 1, 0, 0, 0]
2627	Thank you so much for taking the time to let us all know.	[0, 0, 1, 0, 0, 0]
